,Year_Birth,Education,Age,Age_Group,Income,IncomeClass,FamilySize,Dt_Customer,Recency,Day_Joined,Month_Joined,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,T_AmountSpent,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,T_NPurchase,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,T_AcceptedCmpgn
1284,1951,Basic,63,Old,26997.0,Poor,2,2012-11-05,89,Monday,November,7.0,23.0,78.0,133.0,49.0,144.0,434.0,2,4,2,5,7,13,0,0,0,0,0,0
1285,1970,Undergraduate,44,Middle-aged,33986.0,Lower Middle,2,2013-03-14,43,Thursday,March,16.0,2.0,18.0,2.0,1.0,5.0,44.0,1,1,0,3,7,5,0,0,0,0,0,0
1286,1972,Postgraduate,42,Middle-aged,57091.0,Middle,3,2012-11-23,82,Friday,November,462.0,0.0,24.0,6.0,0.0,4.0,496.0,2,9,2,5,7,18,0,1,0,0,0,1
1287,1969,Postgraduate,45,Middle-aged,46831.0,Lower Middle,4,2013-06-08,84,Saturday,June,22.0,2.0,10.0,6.0,4.0,34.0,78.0,2,1,2,2,4,7,0,0,0,0,0,0
1288,1972,Postgraduate,42,Middle-aged,83151.0,Middle,2,2013-02-10,80,Sunday,February,968.0,147.0,842.0,137.0,42.0,210.0,2346.0,1,5,7,10,2,23,1,0,1,1,0,3
1289,1971,Undergraduate,43,Middle-aged,52531.0,Middle,2,2012-12-30,68,Sunday,December,283.0,112.0,151.0,51.0,72.0,125.0,794.0,2,7,2,10,6,21,0,0,0,0,0,0
1290,1956,Undergraduate,58,Middle-aged,15759.0,Poor,2,2013-09-05,12,Thursday,September,1.0,2.0,5.0,6.0,0.0,3.0,17.0,1,1,0,2,7,4,0,0,0,0,0,0
1292,1973,Postgraduate,41,Middle-aged,43050.0,Lower Middle,3,2014-03-18,10,Tuesday,March,30.0,5.0,24.0,6.0,3.0,8.0,76.0,2,2,0,4,5,8,0,0,0,0,0,0
1293,1977,Postgraduate,37,Young Adults,42997.0,Lower Middle,3,2013-12-07,91,Saturday,December,4.0,0.0,5.0,0.0,1.0,5.0,15.0,1,1,0,2,7,4,0,0,0,0,0,0
1294,1963,Postgraduate,51,Middle-aged,48918.0,Lower Middle,3,2014-04-12,21,Saturday,April,52.0,0.0,9.0,0.0,0.0,1.0,62.0,2,1,0,4,4,7,0,0,0,0,0,0
1295,1954,Postgraduate,60,Old,60033.0,Middle,3,2014-03-29,28,Saturday,March,62.0,1.0,57.0,19.0,11.0,48.0,198.0,2,2,1,5,2,10,0,0,0,0,0,0
1296,1978,Postgraduate,36,Young Adults,34043.0,Lower Middle,3,2013-10-25,97,Friday,October,20.0,2.0,14.0,3.0,0.0,10.0,49.0,1,2,0,2,9,5,0,0,0,0,0,0
1297,1966,Undergraduate,48,Middle-aged,57811.0,Middle,3,2013-06-24,49,Monday,June,545.0,7.0,114.0,37.0,21.0,78.0,802.0,5,7,2,11,5,25,0,1,0,0,0,1
1298,1946,Undergraduate,68,Old,78569.0,Middle,2,2014-02-19,14,Wednesday,February,558.0,79.0,622.0,207.0,175.0,95.0,1736.0,1,4,6,4,1,15,0,0,1,0,0,1
1299,1978,Undergraduate,36,Young Adults,7500.0,Poor,3,2012-12-27,5,Thursday,December,6.0,5.0,4.0,13.0,4.0,25.0,57.0,4,2,1,3,6,10,0,0,0,0,0,0
1300,1971,Postgraduate,43,Middle-aged,157733.0,Upper Middle,3,2013-06-04,37,Tuesday,June,39.0,1.0,9.0,2.0,0.0,8.0,59.0,0,1,0,1,1,2,0,0,0,0,0,0
1302,1985,Postgraduate,29,Young Adults,23148.0,Poor,2,2014-02-18,83,Tuesday,February,4.0,6.0,8.0,6.0,3.0,10.0,37.0,1,2,0,3,7,6,0,0,0,0,0,0
1303,1970,Undergraduate,44,Middle-aged,44267.0,Lower Middle,3,2013-02-25,48,Monday,February,183.0,5.0,65.0,3.0,5.0,49.0,310.0,5,5,2,4,9,16,0,0,0,0,0,0
1304,1979,Undergraduate,35,Young Adults,71626.0,Middle,2,2012-11-01,94,Thursday,November,546.0,72.0,376.0,94.0,145.0,72.0,1305.0,1,5,5,8,3,19,0,1,0,0,0,1
1305,1966,Undergraduate,48,Middle-aged,60894.0,Middle,3,2013-06-28,61,Friday,June,606.0,7.0,155.0,10.0,0.0,54.0,832.0,5,10,3,8,7,26,0,0,0,0,0,0
1306,1976,Undergraduate,38,Young Adults,50200.0,Middle,4,2013-04-03,70,Wednesday,April,266.0,6.0,51.0,8.0,6.0,64.0,401.0,6,7,1,5,8,19,0,0,0,0,0,0
1307,1965,Postgraduate,49,Middle-aged,81051.0,Middle,2,2014-05-23,43,Friday,May,1142.0,29.0,249.0,38.0,29.0,14.0,1501.0,1,5,5,12,2,23,0,1,1,0,0,2
1308,1982,Undergraduate,32,Young Adults,65169.0,Middle,2,2014-01-14,23,Tuesday,January,1074.0,0.0,69.0,0.0,0.0,46.0,1189.0,1,10,4,13,6,28,1,0,1,1,1,4
1309,1972,Undergraduate,42,Middle-aged,59868.0,Middle,3,2013-07-22,37,Monday,July,771.0,51.0,154.0,54.0,10.0,154.0,1194.0,7,11,2,12,6,32,0,0,0,0,0,0
1310,1960,Postgraduate,54,Middle-aged,65695.0,Middle,3,2014-01-31,50,Friday,January,371.0,32.0,189.0,0.0,58.0,6.0,656.0,2,5,4,10,4,21,0,0,0,0,0,0
1311,1956,Postgraduate,58,Middle-aged,64857.0,Middle,1,2012-11-23,78,Friday,November,556.0,14.0,717.0,210.0,0.0,43.0,1540.0,1,7,5,10,4,23,0,0,0,0,0,0
1312,1965,Postgraduate,49,Middle-aged,45143.0,Lower Middle,3,2013-08-26,74,Monday,August,202.0,5.0,74.0,11.0,5.0,14.0,311.0,3,6,1,5,7,15,0,0,0,0,0,0
1313,1955,Postgraduate,59,Middle-aged,74805.0,Middle,3,2013-11-06,14,Wednesday,November,209.0,162.0,209.0,41.0,162.0,37.0,820.0,5,4,7,10,2,26,0,0,0,0,0,0
1314,1989,Postgraduate,25,Young Adults,59060.0,Middle,3,2014-01-11,77,Saturday,January,35.0,40.0,111.0,36.0,40.0,12.0,274.0,3,3,1,7,4,14,0,0,0,0,0,0
1315,1962,Postgraduate,52,Middle-aged,27238.0,Poor,3,2013-04-20,39,Saturday,April,37.0,0.0,17.0,0.0,0.0,3.0,57.0,3,3,0,3,9,9,0,0,0,0,0,0
1316,1965,Undergraduate,49,Middle-aged,47009.0,Lower Middle,3,2013-10-01,89,Tuesday,October,171.0,45.0,73.0,59.0,10.0,90.0,448.0,4,3,2,8,4,17,0,0,0,0,0,0
1317,1973,Postgraduate,41,Middle-aged,46094.0,Lower Middle,4,2014-06-10,62,Tuesday,June,12.0,2.0,20.0,3.0,2.0,5.0,44.0,1,1,0,3,7,5,0,0,0,0,0,0
1319,1984,Undergraduate,30,Young Adults,37235.0,Lower Middle,3,2014-02-01,68,Saturday,February,20.0,2.0,9.0,4.0,6.0,20.0,61.0,1,1,1,2,4,5,0,0,0,0,0,0
1320,1960,Postgraduate,54,Middle-aged,81843.0,Middle,2,2013-04-22,13,Monday,April,779.0,86.0,537.0,34.0,69.0,138.0,1643.0,1,5,9,12,3,27,0,0,0,0,0,0
1321,1958,Postgraduate,56,Middle-aged,46692.0,Lower Middle,3,2013-06-06,37,Thursday,June,170.0,6.0,97.0,24.0,12.0,88.0,397.0,3,6,1,5,6,15,0,0,0,0,0,0
1322,1968,Undergraduate,46,Middle-aged,77382.0,Middle,3,2014-01-07,36,Tuesday,January,491.0,48.0,231.0,112.0,105.0,134.0,1121.0,2,5,7,12,1,26,0,0,1,0,0,1
1323,1977,Undergraduate,37,Young Adults,37774.0,Lower Middle,3,2012-09-03,28,Monday,September,173.0,8.0,107.0,7.0,2.0,176.0,473.0,4,7,2,3,9,16,1,0,0,0,0,1
1324,1974,Basic,40,Middle-aged,18393.0,Poor,3,2014-03-29,2,Saturday,March,7.0,10.0,13.0,16.0,0.0,4.0,50.0,2,3,0,3,8,8,0,0,0,0,0,0
1325,1962,Postgraduate,52,Middle-aged,72828.0,Middle,3,2013-02-14,17,Thursday,February,1205.0,0.0,235.0,19.0,14.0,205.0,1678.0,6,6,3,13,7,28,0,0,0,0,0,0
1326,1982,Undergraduate,32,Young Adults,24711.0,Poor,2,2014-04-18,86,Friday,April,10.0,7.0,25.0,6.0,3.0,7.0,58.0,1,3,0,3,7,7,0,0,0,0,0,0
1327,1975,Postgraduate,39,Young Adults,45503.0,Lower Middle,3,2013-09-25,54,Wednesday,September,97.0,4.0,44.0,6.0,1.0,18.0,170.0,1,3,1,4,5,9,0,0,0,0,0,0
1328,1982,Postgraduate,32,Young Adults,6560.0,Poor,1,2013-12-12,2,Thursday,December,67.0,11.0,26.0,4.0,3.0,262.0,373.0,0,1,0,1,17,2,0,0,0,0,0,0
1329,1945,Postgraduate,69,Old,71604.0,Middle,2,2013-11-17,3,Sunday,November,345.0,53.0,528.0,98.0,75.0,97.0,1196.0,1,8,3,5,4,17,1,0,0,0,0,1
1330,1979,Undergraduate,35,Young Adults,27244.0,Poor,3,2014-03-07,84,Friday,March,6.0,5.0,17.0,3.0,24.0,46.0,101.0,2,2,2,2,7,8,0,0,0,0,0,0
1331,1969,Undergraduate,45,Middle-aged,48752.0,Lower Middle,4,2012-12-12,8,Wednesday,December,73.0,57.0,100.0,71.0,15.0,0.0,316.0,5,6,1,5,9,17,0,0,0,0,0,0
1332,1962,Undergraduate,52,Middle-aged,71434.0,Middle,3,2013-09-18,4,Wednesday,September,711.0,36.0,217.0,172.0,96.0,168.0,1400.0,3,7,4,7,4,21,0,1,0,1,0,2
1333,1948,Undergraduate,66,Old,90842.0,Middle,1,2013-07-29,57,Monday,July,774.0,70.0,118.0,182.0,187.0,93.0,1424.0,1,4,9,13,1,27,0,0,0,0,0,0
1334,1978,Postgraduate,36,Young Adults,88097.0,Middle,3,2012-08-18,24,Saturday,August,163.0,0.0,480.0,0.0,126.0,75.0,844.0,1,6,5,8,9,20,0,1,1,1,0,3
1335,1975,Undergraduate,39,Young Adults,51948.0,Middle,3,2013-09-17,51,Tuesday,September,82.0,33.0,54.0,71.0,30.0,41.0,311.0,2,5,2,4,5,13,0,0,0,0,0,0
1336,1982,Undergraduate,32,Young Adults,71853.0,Middle,2,2013-05-08,29,Wednesday,May,358.0,108.0,413.0,141.0,97.0,32.0,1149.0,1,2,8,6,1,17,0,0,0,0,0,0
1337,1983,Postgraduate,31,Young Adults,35876.0,Lower Middle,2,2014-04-20,13,Sunday,April,66.0,2.0,40.0,4.0,3.0,14.0,129.0,1,3,1,3,6,8,0,0,0,0,0,0
1338,1952,Undergraduate,62,Old,40049.0,Lower Middle,2,2013-10-16,23,Wednesday,October,13.0,6.0,7.0,0.0,3.0,3.0,32.0,1,1,0,3,6,5,0,0,0,0,0,0
1339,1982,Undergraduate,32,Young Adults,39660.0,Lower Middle,2,2012-08-08,36,Wednesday,August,139.0,13.0,78.0,20.0,13.0,36.0,299.0,3,7,1,3,9,14,0,0,0,0,0,0
1340,1962,Undergraduate,52,Middle-aged,50127.0,Middle,3,2014-05-29,88,Thursday,May,274.0,0.0,21.0,4.0,6.0,15.0,320.0,1,5,1,6,6,13,0,1,0,0,0,1
1341,1977,Postgraduate,37,Young Adults,43263.0,Lower Middle,3,2012-11-21,2,Wednesday,November,262.0,6.0,61.0,0.0,10.0,102.0,441.0,3,5,2,6,5,16,0,0,0,0,0,0
1342,1949,Postgraduate,65,Old,62845.0,Middle,4,2012-10-01,3,Monday,October,1099.0,0.0,45.0,0.0,0.0,34.0,1178.0,11,3,4,10,8,28,0,1,0,0,0,1
1343,1990,Undergraduate,24,Young Adults,18929.0,Poor,2,2013-02-16,15,Saturday,February,32.0,0.0,8.0,23.0,4.0,18.0,85.0,1,1,0,4,6,6,0,0,0,0,0,0
1344,1982,Basic,32,Young Adults,24367.0,Poor,2,2013-03-20,58,Wednesday,March,2.0,4.0,2.0,0.0,11.0,5.0,24.0,1,1,0,2,9,4,0,0,0,0,0,0
1346,1959,Postgraduate,55,Middle-aged,26887.0,Poor,3,2013-02-10,27,Sunday,February,6.0,7.0,4.0,3.0,4.0,6.0,30.0,1,1,0,3,6,5,0,0,0,0,0,0
1348,1976,Undergraduate,38,Young Adults,62061.0,Middle,3,2013-08-31,12,Saturday,August,641.0,7.0,84.0,0.0,30.0,38.0,800.0,3,10,4,7,6,24,0,1,0,0,0,1
1350,1956,Postgraduate,58,Middle-aged,76542.0,Middle,2,2013-03-30,91,Saturday,March,794.0,73.0,573.0,0.0,29.0,14.0,1483.0,1,4,8,10,2,23,0,0,0,0,0,0
1351,1993,Undergraduate,21,Young Adults,70515.0,Middle,1,2013-10-21,12,Monday,October,420.0,0.0,452.0,182.0,64.0,140.0,1258.0,1,6,6,4,2,17,0,0,0,0,0,0
1352,1987,Undergraduate,27,Young Adults,18227.0,Poor,3,2012-11-08,21,Thursday,November,1.0,2.0,7.0,4.0,3.0,11.0,28.0,1,0,1,2,8,4,0,0,0,0,0,0
1353,1965,Undergraduate,49,Middle-aged,69139.0,Middle,3,2014-01-27,23,Monday,January,86.0,12.0,75.0,33.0,15.0,6.0,227.0,1,4,1,5,4,11,0,0,0,0,0,0
1354,1982,Undergraduate,32,Young Adults,69109.0,Middle,2,2012-11-09,10,Friday,November,823.0,25.0,459.0,124.0,29.0,95.0,1555.0,1,6,6,7,4,20,0,0,1,0,0,1
1355,1962,Undergraduate,52,Middle-aged,69627.0,Middle,2,2013-03-17,35,Sunday,March,231.0,161.0,215.0,171.0,30.0,53.0,861.0,2,8,2,11,5,23,0,0,0,0,0,0
1356,1978,Undergraduate,36,Young Adults,38136.0,Lower Middle,3,2013-04-22,69,Monday,April,8.0,15.0,27.0,0.0,20.0,33.0,103.0,2,3,1,2,8,8,1,0,0,0,0,1
1357,1946,Postgraduate,68,Old,62159.0,Middle,1,2014-04-28,68,Monday,April,182.0,17.0,259.0,77.0,70.0,29.0,634.0,1,6,2,10,4,19,0,0,0,0,0,0
1358,1963,Undergraduate,51,Middle-aged,80695.0,Middle,1,2013-12-29,85,Sunday,December,557.0,129.0,984.0,193.0,37.0,18.0,1918.0,1,5,8,5,2,19,0,0,0,0,0,0
1359,1971,Postgraduate,43,Middle-aged,33316.0,Lower Middle,3,2013-10-04,34,Friday,October,79.0,1.0,31.0,4.0,4.0,12.0,131.0,3,2,1,4,6,10,0,0,0,0,0,0
1360,1968,Undergraduate,46,Middle-aged,58554.0,Middle,4,2012-09-26,55,Wednesday,September,368.0,24.0,68.0,38.0,0.0,88.0,586.0,6,8,2,6,7,22,0,0,0,0,0,0
1361,1992,Basic,22,Young Adults,17256.0,Poor,3,2013-11-23,10,Saturday,November,6.0,4.0,14.0,8.0,8.0,22.0,62.0,2,2,1,2,8,7,1,0,0,0,0,1
1362,1974,Undergraduate,40,Middle-aged,53034.0,Middle,3,2013-05-30,30,Thursday,May,160.0,15.0,196.0,15.0,11.0,50.0,447.0,8,6,1,7,8,22,0,0,0,0,0,0
1363,1950,Postgraduate,64,Old,52203.0,Middle,2,2012-07-31,36,Tuesday,July,488.0,21.0,238.0,56.0,108.0,28.0,939.0,1,8,7,11,6,27,0,0,0,0,0,0
1364,1977,Postgraduate,37,Young Adults,59601.0,Middle,2,2013-07-25,14,Thursday,July,691.0,7.0,69.0,0.0,7.0,23.0,797.0,4,2,2,7,8,15,0,1,0,0,0,1
1365,1958,Postgraduate,56,Middle-aged,75154.0,Middle,2,2012-09-04,79,Tuesday,September,543.0,10.0,205.0,160.0,143.0,82.0,1143.0,1,6,3,6,3,16,0,0,0,0,0,0
1366,1976,Undergraduate,38,Young Adults,47025.0,Lower Middle,2,2013-11-07,52,Thursday,November,254.0,7.0,108.0,20.0,0.0,26.0,415.0,3,6,3,5,6,17,0,0,0,0,0,0
1367,1973,Undergraduate,41,Middle-aged,37971.0,Lower Middle,3,2013-11-25,97,Monday,November,5.0,4.0,10.0,2.0,2.0,7.0,30.0,1,1,0,3,8,5,0,0,0,0,0,0
1369,1958,Undergraduate,56,Middle-aged,67267.0,Middle,3,2014-05-13,0,Tuesday,May,134.0,11.0,59.0,15.0,2.0,30.0,251.0,1,3,2,5,2,11,0,0,0,0,0,0
1370,1975,Undergraduate,39,Young Adults,57338.0,Middle,2,2014-04-29,96,Tuesday,April,143.0,6.0,52.0,11.0,8.0,17.0,237.0,2,4,1,5,5,12,0,0,0,0,0,0
1371,1960,Postgraduate,54,Middle-aged,50523.0,Middle,4,2013-12-25,89,Wednesday,December,51.0,4.0,24.0,4.0,7.0,1.0,91.0,2,2,0,4,6,8,0,0,0,0,0,0
1373,1960,Postgraduate,54,Middle-aged,50611.0,Middle,2,2012-10-04,98,Thursday,October,459.0,0.0,24.0,6.0,0.0,4.0,493.0,6,4,5,7,6,22,0,1,0,0,0,1
1374,1969,Postgraduate,45,Middle-aged,56242.0,Middle,3,2013-03-03,72,Sunday,March,689.0,8.0,167.0,11.0,8.0,88.0,971.0,5,8,4,11,6,28,0,0,0,0,0,0
1375,1960,Undergraduate,54,Middle-aged,48904.0,Lower Middle,2,2012-12-02,1,Sunday,December,283.0,10.0,38.0,0.0,13.0,27.0,371.0,4,7,2,4,8,17,0,0,0,0,0,0
1376,1975,Undergraduate,39,Young Adults,56243.0,Middle,4,2013-12-30,26,Monday,December,347.0,0.0,35.0,4.0,3.0,7.0,396.0,6,4,2,8,5,20,0,0,0,0,0,0
1377,1985,Undergraduate,29,Young Adults,21355.0,Poor,3,2013-08-20,5,Tuesday,August,5.0,13.0,14.0,0.0,5.0,31.0,68.0,2,2,1,2,6,7,1,0,0,0,0,1
1378,1971,Postgraduate,43,Middle-aged,57420.0,Middle,3,2013-06-25,22,Tuesday,June,280.0,0.0,18.0,0.0,0.0,24.0,322.0,3,5,1,6,7,15,0,1,0,0,0,1
1379,1970,Postgraduate,44,Middle-aged,44412.93773492276,Lower Middle,3,2013-04-01,39,Monday,April,187.0,5.0,65.0,26.0,20.0,14.0,317.0,2,4,2,6,5,14,0,0,0,0,0,0
1380,1955,Postgraduate,59,Middle-aged,46390.0,Lower Middle,2,2014-05-05,56,Monday,May,95.0,14.0,64.0,2.0,9.0,38.0,222.0,1,4,2,3,7,10,0,0,0,0,0,0
1381,1956,Postgraduate,58,Middle-aged,54342.0,Middle,4,2013-07-03,74,Wednesday,July,84.0,10.0,34.0,11.0,10.0,28.0,177.0,4,3,1,4,6,12,0,0,0,0,0,0
1382,1958,Undergraduate,56,Middle-aged,36926.716196293004,Lower Middle,4,2012-09-03,87,Monday,September,19.0,4.0,12.0,2.0,2.0,6.0,45.0,1,1,0,3,5,5,0,0,0,0,0,0
1383,1964,Postgraduate,50,Middle-aged,36254.59252190968,Lower Middle,3,2014-01-12,49,Sunday,January,5.0,1.0,9.0,2.0,0.0,4.0,21.0,1,1,0,2,7,4,0,0,0,0,0,0
1384,1973,Undergraduate,41,Middle-aged,20895.0,Poor,3,2012-10-06,24,Saturday,October,18.0,3.0,17.0,3.0,0.0,4.0,45.0,1,2,0,3,9,6,0,0,0,0,0,0
1385,1948,Undergraduate,66,Old,92344.0,Middle,2,2014-01-15,9,Wednesday,January,992.0,24.0,694.0,51.0,19.0,119.0,1899.0,0,5,10,5,1,20,1,0,1,0,0,2
1386,1972,Postgraduate,42,Middle-aged,36826.841586325194,Lower Middle,3,2014-03-02,17,Sunday,March,25.0,1.0,13.0,0.0,0.0,3.0,42.0,1,1,0,3,7,5,0,0,0,0,0,0
1388,1980,Undergraduate,34,Young Adults,44964.0,Lower Middle,4,2012-12-16,35,Sunday,December,19.0,1.0,17.0,2.0,0.0,2.0,41.0,1,1,0,3,8,5,0,0,0,0,0,0
1390,1972,Postgraduate,42,Middle-aged,53761.0,Middle,4,2013-10-11,7,Friday,October,158.0,0.0,76.0,13.0,7.0,71.0,325.0,6,4,4,3,5,17,0,0,0,0,0,0
1391,1973,Undergraduate,41,Middle-aged,22682.0,Poor,3,2013-10-03,51,Thursday,October,10.0,14.0,29.0,4.0,2.0,36.0,95.0,3,2,1,4,4,10,0,0,0,0,0,0
1392,1972,Postgraduate,42,Middle-aged,38887.0,Lower Middle,3,2014-03-02,17,Sunday,March,25.0,1.0,13.0,0.0,0.0,3.0,42.0,1,1,0,3,7,5,0,0,0,0,0,0
1393,1975,Postgraduate,39,Young Adults,41658.0,Lower Middle,3,2012-11-09,30,Friday,November,8.0,4.0,12.0,15.0,4.0,29.0,72.0,2,1,1,2,4,6,0,0,0,0,0,0
1394,1972,Postgraduate,42,Middle-aged,29791.0,Poor,3,2014-05-15,21,Thursday,May,14.0,0.0,6.0,0.0,0.0,0.0,20.0,2,2,0,3,5,7,0,0,0,0,0,0
1395,1956,Postgraduate,58,Middle-aged,63915.0,Middle,4,2013-07-30,2,Tuesday,July,622.0,7.0,115.0,30.0,0.0,15.0,789.0,2,6,3,12,5,23,0,0,0,0,0,0
1396,1974,Undergraduate,40,Middle-aged,39996.0,Lower Middle,3,2014-05-22,85,Thursday,May,11.0,0.0,3.0,0.0,0.0,1.0,15.0,1,1,0,2,6,4,0,0,0,0,0,0
1397,1972,Undergraduate,42,Middle-aged,26759.0,Poor,2,2014-02-07,65,Friday,February,25.0,3.0,16.0,8.0,5.0,2.0,59.0,2,2,1,3,6,8,0,0,0,0,0,0
1399,1969,Postgraduate,45,Middle-aged,51039.0,Middle,4,2012-12-10,11,Monday,December,100.0,64.0,79.0,65.0,0.0,109.0,417.0,2,6,2,4,7,14,0,0,0,0,0,0
1400,1961,Undergraduate,53,Middle-aged,60544.0,Middle,4,2012-08-25,92,Saturday,August,201.0,2.0,43.0,3.0,5.0,35.0,289.0,4,5,1,5,6,15,0,0,0,0,0,0
1402,1953,Undergraduate,61,Old,37716.0,Lower Middle,3,2014-04-21,4,Monday,April,97.0,1.0,41.0,6.0,2.0,41.0,188.0,2,4,1,3,7,10,0,0,0,0,0,0
1403,1957,Undergraduate,57,Middle-aged,36864.0,Lower Middle,2,2012-08-13,53,Monday,August,204.0,5.0,39.0,17.0,0.0,89.0,354.0,3,5,2,4,8,14,0,0,0,0,0,0
1404,1970,Postgraduate,44,Middle-aged,44511.0,Lower Middle,3,2012-10-12,39,Friday,October,513.0,7.0,133.0,46.0,14.0,14.0,727.0,6,8,4,8,8,26,0,0,0,0,0,0
1405,1967,Postgraduate,47,Middle-aged,36947.0,Lower Middle,4,2012-08-07,49,Tuesday,August,88.0,3.0,21.0,4.0,1.0,29.0,146.0,4,3,0,4,9,11,0,0,0,0,0,0
1407,1953,Postgraduate,61,Old,67087.0,Middle,3,2013-12-17,40,Tuesday,December,329.0,35.0,222.0,130.0,35.0,43.0,794.0,2,7,5,8,4,22,0,0,0,0,0,0
1408,1950,Undergraduate,64,Old,57045.0,Middle,3,2012-09-08,40,Saturday,September,296.0,13.0,104.0,11.0,13.0,17.0,454.0,3,4,2,9,3,18,0,0,0,0,0,0
1409,1953,Postgraduate,61,Old,36957.0,Lower Middle,3,2012-09-06,43,Thursday,September,100.0,2.0,16.0,2.0,1.0,31.0,152.0,4,3,2,2,9,11,0,0,0,0,0,0
1410,1977,Postgraduate,37,Young Adults,69389.0,Middle,3,2012-09-28,17,Friday,September,422.0,7.0,238.0,69.0,46.0,15.0,797.0,1,7,2,12,4,22,0,0,0,0,0,0
1412,1969,Postgraduate,45,Middle-aged,43142.0,Lower Middle,4,2014-02-18,84,Tuesday,February,5.0,1.0,7.0,2.0,1.0,4.0,20.0,1,1,0,2,7,4,0,0,0,0,0,0
1413,1944,Undergraduate,70,Old,80589.0,Middle,2,2014-01-22,25,Wednesday,January,507.0,93.0,520.0,242.0,40.0,26.0,1428.0,1,5,10,5,1,21,0,0,0,1,0,1
1414,1990,Undergraduate,24,Young Adults,34412.0,Lower Middle,2,2013-02-13,62,Wednesday,February,52.0,12.0,50.0,4.0,36.0,55.0,209.0,3,5,0,3,9,11,0,0,0,0,0,0
1415,1979,Undergraduate,35,Young Adults,57537.0,Middle,2,2013-06-10,83,Monday,June,191.0,56.0,139.0,51.0,8.0,100.0,545.0,4,4,3,8,4,19,0,0,0,0,0,0
1417,1948,Undergraduate,66,Old,51315.0,Middle,2,2014-02-23,45,Sunday,February,68.0,28.0,39.0,16.0,30.0,41.0,222.0,1,2,2,5,2,10,0,0,0,0,0,0
1418,1972,Undergraduate,42,Middle-aged,36026.0,Lower Middle,5,2014-03-16,34,Sunday,March,20.0,4.0,10.0,6.0,4.0,17.0,61.0,2,2,0,3,6,7,0,0,0,0,0,0
1419,1973,Undergraduate,41,Middle-aged,24639.0,Poor,4,2014-01-28,3,Tuesday,January,20.0,3.0,16.0,0.0,4.0,1.0,44.0,3,2,0,4,6,9,0,0,0,0,0,0
1420,1972,Postgraduate,42,Middle-aged,34578.0,Lower Middle,5,2014-04-11,1,Friday,April,7.0,0.0,1.0,0.0,0.0,0.0,8.0,1,1,0,2,6,4,0,0,0,0,0,0
1421,1972,Postgraduate,42,Middle-aged,65704.0,Middle,1,2013-10-13,18,Sunday,October,279.0,172.0,74.0,38.0,8.0,246.0,817.0,1,2,10,10,1,23,0,0,0,0,0,0
1423,1969,Postgraduate,45,Middle-aged,54132.0,Middle,3,2014-02-16,81,Sunday,February,30.0,1.0,8.0,0.0,0.0,3.0,42.0,1,1,0,3,7,5,0,0,0,0,0,0
1425,1970,Undergraduate,44,Middle-aged,28164.0,Poor,3,2013-05-04,23,Saturday,May,3.0,18.0,26.0,11.0,8.0,12.0,78.0,3,2,0,4,7,9,0,0,0,0,0,0
1426,1974,Postgraduate,40,Middle-aged,34596.0,Lower Middle,3,2013-04-13,48,Saturday,April,14.0,0.0,2.0,0.0,0.0,7.0,23.0,1,1,0,2,8,4,0,0,0,0,0,0
1427,1972,Postgraduate,42,Middle-aged,43269.0,Lower Middle,3,2013-09-16,61,Monday,September,10.0,1.0,7.0,0.0,0.0,1.0,19.0,1,1,0,2,8,4,0,0,0,0,0,0
1428,1958,Postgraduate,56,Middle-aged,38741.0,Lower Middle,3,2014-03-30,60,Sunday,March,7.0,10.0,17.0,8.0,6.0,13.0,61.0,2,2,0,3,7,7,0,0,0,0,0,0
1429,1972,Undergraduate,42,Middle-aged,31907.0,Lower Middle,1,2013-03-04,75,Monday,March,33.0,87.0,64.0,175.0,16.0,74.0,449.0,1,6,1,6,7,14,0,0,0,0,0,0
1431,1973,Postgraduate,41,Middle-aged,31163.0,Lower Middle,2,2014-02-13,54,Thursday,February,2.0,3.0,10.0,11.0,2.0,10.0,38.0,1,1,0,3,6,5,0,0,0,0,0,0
1432,1985,Undergraduate,29,Young Adults,92533.0,Middle,2,2013-12-19,84,Thursday,December,693.0,21.0,118.0,110.0,147.0,42.0,1131.0,1,6,5,11,2,23,0,0,1,1,0,2
1433,1973,Undergraduate,41,Middle-aged,34853.0,Lower Middle,3,2013-12-23,75,Monday,December,9.0,3.0,15.0,2.0,3.0,2.0,34.0,2,2,0,3,6,7,0,0,0,0,0,0
1434,1967,Undergraduate,47,Middle-aged,70844.0,Middle,3,2013-10-30,16,Wednesday,October,129.0,26.0,67.0,3.0,67.0,2.0,294.0,5,6,1,5,7,17,0,0,0,0,0,0
1435,1979,Postgraduate,35,Young Adults,31086.0,Lower Middle,4,2013-05-04,79,Saturday,May,16.0,2.0,11.0,3.0,0.0,16.0,48.0,2,1,1,2,8,6,1,0,0,0,0,1
1437,1986,Postgraduate,28,Young Adults,20491.0,Poor,2,2013-01-25,16,Friday,January,5.0,4.0,5.0,4.0,2.0,10.0,30.0,1,0,1,2,7,4,0,0,0,0,0,0
